word_index,word,senses,gold_image,gold_sense,ambiguous_sentence
579,foundation,"{""noun_senses"": [""the basis on which something is grounded"", ""an institution supported by an endowment"", ""lowest support of a structure"", ""education or instruction in the fundamentals of a field of knowledge"", ""the fundamental assumptions from which something is begun or developed or calculated or explained"", ""a woman's undergarment worn to give shape to the contours of the body"", ""the act of starting something for the first time; introducing something new""]}",image.6873.jpg,6,"She carefully chose her foundation, hoping it would support the overall look."
582,haul,"{""verb_senses"": [""draw slowly or heavily"", ""transport in a vehicle""]}",image.2799.jpg,2,"The team had to haul the equipment across the rugged mountain pass before the storm arrived."
585,strawberry,"{""noun_senses"": [""sweet fleshy red fruit"", ""any of various low perennial herbs with many runners and bearing white flowers followed by edible fruits having many small achenes scattered on the surface of an enlarged red pulpy berry"", ""a soft red birthmark""]}",image.6927.jpg,1,"She was worried that the strawberry would continue to get larger."
587,rosewood,"{""noun_senses"": [""hard dark reddish wood of a rosewood tree having a strongly marked grain; used in cabinetwork"", ""any of those hardwood trees of the genus Dalbergia that yield rosewood""]}",image.5040.jpg,1,"The merchant spent the morning inspecting the rosewood."
592,oglala,"{""noun_senses"": [""a member of the Siouan people who constituted a division of the Teton Sioux and who formerly inhabited the Black Hills of western South Dakota"", ""a Siouan language spoken by the Oglala""]}",image.1249.jpg,1,"The oglala culture is focused on preservation."
610,lecture,"{""verb_senses"": [""deliver a lecture or talk"", ""censure severely or angrily""]}",image.7107.jpg,1,"The coach had to lecture the players about the game."
612,speculum,"{""noun_senses"": [""a mirror (especially one made of polished metal) for use in an optical instrument"", ""a medical instrument for dilating a bodily passage or cavity in order to examine the interior""]}",image.7124.jpg,2,"She adjusted the speculum to get a better look."
620,slam,"{""verb_senses"": [""close violently"", ""strike violently"", ""dance the slam dance"", ""throw violently""]}",image.7188.jpg,3,"The music made everyone want to slam."
622,jackfruit,"{""noun_senses"": [""East Indian tree cultivated for its immense edible fruit and seeds"", ""immense East Indian fruit resembling breadfruit; it contains an edible pulp and nutritious seeds that are commonly roasted""]}",image.5022.jpg,2,"The neighbors couldn't stop talking about the massive jackfruit near the fence."
633,marang,"{""noun_senses"": [""Philippine tree similar to the breadfruit tree bearing edible fruit"", ""tropical fruit from the Philippines having a mass of small seeds embedded in sweetish white pulp""]}",image.3770.jpg,1,"The plantation valued marang, and it was carefully tended."
646,actor,"{""noun_senses"": [""a theatrical performer"", ""a person who acts and gets things done""]}",image.4610.jpg,1,"The actor was crucial to the success of the production."
647,ti,"{""noun_senses"": [""a light strong grey lustrous corrosion-resistant metallic element used in strong lightweight alloys (as for airplane parts); the main sources are rutile and ilmenite"", ""shrub with terminal tufts of elongated leaves used locally for thatching and clothing; thick sweet roots are used as food; tropical southeastern Asia, Australia and Hawaii"", ""the syllable naming the seventh (subtonic) note of any musical scale in solmization""]}",image.7400.jpg,2,"They relied on ti in times of need."
655,straw,"{""noun_senses"": [""plant fiber used e.g. for making baskets and hats or as fodder"", ""material consisting of seed coverings and small pieces of stem or leaves that have been separated from the seeds"", ""a variable yellow tint; dull yellow, often diluted with white"", ""a thin paper or plastic tube used to suck liquids into the mouth""]}",image.4464.jpg,2,"She collected straw before the rain."
656,humanities,"{""noun_senses"": [""studies intended to provide general knowledge and intellectual skills (rather than occupational or professional skills)"", ""the quality of being humane"", ""the quality of being human"", ""all of the living human inhabitants of the earth""]}",image.2104.jpg,1,"The future benefits the humanities."
657,sweeper,"{""noun_senses"": [""an employee who sweeps (floors or streets etc.)"", ""a cleaning implement with revolving brushes that pick up dirt as the implement is pushed over a carpet"", ""little-known nocturnal fish of warm shallow seas with an oblong compressed body""]}",image.1915.jpg,3,"The sweeper glided along the reef, unseen."
673,uplift,"{""noun_senses"": [""(geology) a rise of land to a higher elevation (as in the process of mountain building)"", ""a brassiere that lifts and supports the breasts""]}",image.6539.jpg,1,"The structural engineer noted that the local uplift was much more significant than originally anticipated."
674,loaf,"{""noun_senses"": [""a shaped mass of baked bread that is usually sliced before eating"", ""a quantity of food (other than bread) formed in a particular shape""]}",image.1258.jpg,1,"The carefully presented loaf was the highlight of the festive gathering."
678,founder,"{""verb_senses"": [""fail utterly; collapse"", ""sink below the surface"", ""break down, literally or metaphorically"", ""stumble and nearly fall""]}",image.1505.jpg,2,"The grand vessel began to founder just as the storm reached its peak."
684,mining,"{""noun_senses"": [""the act of extracting ores or coal etc from the earth"", ""laying explosive mines in concealed places to destroy enemy personnel and equipment""]}",image.1009.jpg,1,"The extensive mining in the border region significantly slowed their advance."
694,harbor,"{""noun_senses"": [""a sheltered port where ships can take on or discharge cargo"", ""a place of refuge and comfort and security""]}",image.7747.jpg,1,"After years away, she finally returned to the harbor to find peace."
697,tailspin,"{""noun_senses"": [""loss of emotional control often resulting in emotional collapse"", ""rapid descent of an aircraft in a steep spiral""]}",image.7769.jpg,2,"The pilot reported a sudden pressure change before the tailspin."
701,butchery,"{""noun_senses"": [""a building where animals are butchered"", ""the business of a butcher"", ""the savage and excessive killing of many people""]}",image.7802.jpg,2,"The community welcomed the expansion of the butchery."
702,tarragon,"{""noun_senses"": [""aromatic perennial of southeastern Russia"", ""fresh leaves (or leaves preserved in vinegar) used as seasoning""]}",image.7809.jpg,1,"The aroma of tarragon filled the air."
709,cirrus,"{""noun_senses"": [""usually coiled"", ""a wispy white cloud (usually of fine ice crystals) at a high altitude (4 to 8 miles)"", ""a slender flexible animal appendage as on barnacles or crinoids or many insects; often tactile""]}",image.7147.jpg,2,"A pale cirrus extended towards the surface."
710,bar,"{""noun_senses"": [""a room or establishment where alcoholic drinks are served over a counter"", ""a counter where you can obtain food or drink"", ""a rigid piece of metal or wood; usually used as a fastening or obstruction or weapon"", ""musical notation for a repeating pattern of musical beats"", ""an obstruction (usually metal) placed at the top of a goal"", ""the act of preventing"", ""(meteorology) a unit of pressure equal to a million dynes per square centimeter"", ""a submerged (or partly submerged) ridge in a river or along a shore"", ""the body of individuals qualified to practice law in a particular jurisdiction"", ""a narrow marking of a different color or texture from the background"", ""a block of solid substance (such as soap or wax)"", ""a portable .30 caliber automatic rifle operated by gas pressure and fed by cartridges from a magazine; used by United States troops in World War I and in World War II and in the Korean War"", ""a horizontal rod that serves as a support for gymnasts as they perform exercises"", ""a heating element in an electric fire"", ""(law) a railing that encloses the part of the courtroom where the judges and lawyers sit and the case is tried""]}",image.7867.jpg,1,"He reached the bar with a sigh of relief."
