word_index,word,word_phrase,senses,gold_image,gold_pos,gold_sense
10471,vanilla,"At the market, I picked up vanilla and set it by the window.","{""n"": [""any of numerous climbing plants of the genus Vanilla having fleshy leaves and clusters of large waxy highly fragrant white or green or topaz flowers"", ""a flavoring prepared from vanilla beans macerated in alcohol (or imitating vanilla beans)"", ""a distinctive fragrant flavor characteristic of vanilla beans""], ""a"": [""flavored with vanilla extract"", ""plain and without any extras or adornments""]}",image.7758.jpg,n,1.0
10523,mission,"On Sundays, she often volunteers at the mission.","{""n"": [""an organization of missionaries in a foreign land sent to carry on religious work"", ""an operation that is assigned by a higher headquarters"", ""a special assignment that is given to a person or group"", ""the organized work of a religious missionary"", ""a group of representatives or delegates""]}",image.7243.jpg,n,4.0
10622,costing,I left the costing on the table so everyone could check it before dinner.,"{""n"": [""cost accounting""], ""v"": [""be priced at"", ""require to lose, suffer, or sacrifice""]}",image.3552.jpg,n,1.0
10666,fish,She carried a fish home.,"{""n"": [""any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills"", ""the flesh of fish used as food"", ""(astrology) a person who is born while the sun is in Pisces"", ""the twelfth sign of the zodiac; the sun is in this sign from about February 19 to March 20""], ""v"": [""seek indirectly"", ""catch or try to catch fish or shellfish""]}",image.3093.jpg,n,1.0
10753,rust,"After the wet spell, the rust in the garden seemed to spread overnight.","{""n"": [""a red or brown oxide coating on iron or steel caused by the action of oxygen and moisture"", ""a plant disease that produces a reddish-brown discoloration of leaves and stems; caused by various rust fungi"", ""the formation of reddish-brown ferric oxides on iron by low-temperature oxidation in the presence of water"", ""any of various fungi causing rust disease in plants""], ""v"": [""become destroyed by water, air, or a corrosive such as an acid"", ""cause to deteriorate due to the action of water, air, or an acid"", ""become coated with oxide""], ""a"": [""of the brown color of rust""]}",image.13531.jpg,n,2.0
10762,depart,"After dinner, I’ll depart and catch the train.","{""v"": [""move away from a place into another direction"", ""be at variance with; be out of line with"", ""leave"", ""go away or leave"", ""remove oneself from an association with or participation in"", ""wander from a direct or straight course""]}",image.9695.jpg,v,3.0
10770,skim,"On a quiet afternoon, she skimmed a flat stone across the pond.","{""n"": [""a thin layer covering the surface of a liquid"", ""reading or glancing through quickly""], ""v"": [""travel on the surface of water"", ""move or pass swiftly and lightly over the surface of"", ""examine hastily"", ""cause to skip over a surface"", ""coat (a liquid) with a layer"", ""remove from the surface"", ""read superficially""], ""a"": [""used of milk and milk products from which the cream has been removed""]}",image.6421.jpg,v,4.0
10792,blackberry,There was a blackberry by the window.,"{""n"": [""large sweet black or very dark purple edible aggregate fruit of any of various bushes of the genus Rubus"", ""bramble with sweet edible black or dark purple berries that usually do not separate from the receptacle""], ""v"": [""pick or gather blackberries""]}",image.2081.jpg,n,1.0
10808,direct,Ms. Lee will direct the spring play at school.,"{""v"": [""command with authority"", ""intend (something) to move towards a certain goal"", ""guide the actors in (plays and films)"", ""be in charge of"", ""take somebody somewhere"", ""cause to go somewhere"", ""point or cause to go (blows, weapons, or objects such as photographic equipment) towards"", ""lead, as in the performance of a composition"", ""give directions to; point somebody into a certain direction"", ""specifically design a product, event, or activity for a certain public"", ""direct the course; determine the direction of travelling"", ""put an address on (an envelope)"", ""plan and direct (a complex undertaking)""], ""a"": [""direct in spatial dimensions; proceeding without deviation or interruption; straight and short"", ""having no intervening persons, agents, conditions"", ""straightforward in means or manner or behavior or language or action"", ""in a straight unbroken line of descent from parent to child"", ""moving from west to east on the celestial sphere; or--for planets--around the sun in the same direction as the Earth"", ""similar in nature or effect or relation to another quantity"", ""(of a current) flowing in one direction only"", ""being an immediate result or consequence"", ""in precisely the same words used by a writer or speaker"", ""lacking compromising or mitigating elements; exact""], ""r"": [""without deviation""]}",image.8461.jpg,v,3.0
10839,attend,They asked me to attend the event.,"{""v"": [""be present at (meetings, church services, university), etc."", ""take charge of or deal with"", ""to accompany as a circumstance or follow as a result"", ""work for or be a servant to"", ""give heed (to)""]}",image.9012.jpg,v,1.0
10860,cheer,I sent her a quick message to cheer her before the meeting.,"{""n"": [""a cry or shout of approval"", ""the quality of being cheerful and dispelling gloom""], ""v"": [""give encouragement to"", ""show approval or good wishes by shouting"", ""cause (somebody) to feel happier or more cheerful"", ""become cheerful"", ""spur on or encourage especially by cheers and shouts""]}",image.7255.jpg,v,1.0
10898,archangel,I picked up archangel at the market for dinner.,"{""n"": [""an angel ranked above the highest rank in the celestial hierarchy"", ""a biennial cultivated herb; its stems are candied and eaten and its roots are used medicinally""]}",image.14056.jpg,n,2.0
10905,model,I picked the model with the longer battery life.,"{""n"": [""a hypothetical description of a complex entity or process"", ""a type of product"", ""a person who poses for a photographer or painter or sculptor"", ""representation of something (sometimes on a smaller scale)"", ""something to be imitated"", ""someone worthy of imitation"", ""a representative form or pattern"", ""a woman who wears clothes to display fashions"", ""the act of representing something (usually on a smaller scale)""], ""v"": [""plan or create according to a model or models"", ""form in clay, wax, etc"", ""assume a posture as for artistic purposes"", ""display (clothes) as a mannequin"", ""create a representation or model of"", ""construct a model of""], ""a"": [""worthy of imitation""]}",image.1899.jpg,n,2.0
10919,model,We moved the model to the window.,"{""n"": [""a hypothetical description of a complex entity or process"", ""a type of product"", ""a person who poses for a photographer or painter or sculptor"", ""representation of something (sometimes on a smaller scale)"", ""something to be imitated"", ""someone worthy of imitation"", ""a representative form or pattern"", ""a woman who wears clothes to display fashions"", ""the act of representing something (usually on a smaller scale)""], ""v"": [""plan or create according to a model or models"", ""form in clay, wax, etc"", ""assume a posture as for artistic purposes"", ""display (clothes) as a mannequin"", ""create a representation or model of"", ""construct a model of""], ""a"": [""worthy of imitation""]}",image.1465.jpg,n,3.0
10995,fox,We had lunch with a Fox yesterday.,"{""n"": [""alert carnivorous mammal with pointed muzzle and ears and a bushy tail; most are predators that do not hunt in packs"", ""a shifty deceptive person"", ""the grey or reddish-brown fur of a fox"", ""English statesman who supported American independence and the French Revolution (1749-1806)"", ""English religious leader who founded the Society of Friends (1624-1691)"", ""a member of an Algonquian people formerly living west of Lake Michigan along the Fox River"", ""the Algonquian language of the Fox""], ""v"": [""deceive somebody"", ""be confusing or perplexing to; cause to be unable to think clearly"", ""become discolored with, or as if with, mildew spots""]}",image.4049.jpg,n,6.0
